Country,City,AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
Madagascar,Vangaindrano,28,28,0,14
Brazil,Varjota,52,2,3,52
India,Varkkallai,66,28,0,66
Italy,Vicenza,28,28,2,21
Venezuela (Bolivarian Republic of),Yaritagua,58,15,3,58
South Sudan,Yei,39,14,0,39
Russian Federation,Yelnya,67,23,2,67
Myanmar,Yenangyaung,42,31,0,42
India,Yerraguntla,125,31,0,125
Malaysia,Yong Peng,64,37,0,64
Colombia,Yumbo,59,5,5,59
China,Zhoukou,179,179,2,125
China,Zhuanghe,60,59,1,60
United States of America,West Allis,54,12,17,54
Belgium,Wezembeek Oppem,36,29,3,36
Germany,Wismar,37,37,1,22
Cameroon,Yaounde,51,23,0,51
India,Viramgam,164,37,0,164
Italy,Vittorio Veneto,27,27,2,18
South Africa,Vrede,94,24,3,94
India,Vrindavan,246,44,0,246
Russian Federation,Vyksa,29,29,0,19
United States of America,Wahiawa,33,26,0,33
Germany,Waldkirch,33,26,2,33
Indonesia,Wanasari,93,46,1,93
China,Wanning,76,23,2,76
Netherlands,Weert,36,33,3,36
Poland,Wegrow,49,31,0,49
Russian Federation,Torzhok,31,31,0,27
Brazil,Trairi,39,19,1,39
India,Tuensang,59,46,0,59
Finland,Tuusula,157,21,15,157
India,Lakhna,202,46,0,202
Germany,Langenselbold,35,35,2,31
United Kingdom of Great Britain and Northern Ireland,Larkhall,60,31,0,60
France,Le Grand Quevilly,42,23,3,42
United States of America,Leavenworth,66,26,10,66
Germany,Leer,30,30,3,28
Netherlands,Leeuwarden,30,30,3,29
Germany,Lemgo,37,37,1,25
Argentina,Libertador General San Martin,22,12,0,22
China,Linqiong,167,46,23,167
Italy,Lizzanello,67,67,0,41
Slovenia,Ljubljana,31,31,1,15
Cuba,Los Arabos,87,20,1,87
Germany,Lunen,31,28,4,31
Colombia,Luruaco,139,13,7,139
Zambia,Lusaka,42,19,0,42
United Republic of Tanzania,Makambako,17,17,0,14
Maldives,Male,19,19,0,15
Philippines,Maluso,26,15,0,26
Belgium,Manage,35,28,2,35
India,Lahar,250,49,0,250
China,Lingyuan,153,107,1,153
China,Longjiang,75,48,1,75
China,Longkou,148,98,5,148
United States of America,Los Gatos,58,14,16,58
Poland,Lubartow,58,36,1,58
Germany,Luckenwalde,39,32,1,39
Cambodia,Lumphat,48,24,0,48
China,Luqiao,206,206,5,157
Indonesia,Luwuk,18,18,0,9
United States of America,Lyndhurst,73,15,21,73
Russian Federation,Lyskovo,37,26,0,37
Mexico,Madera,73,18,1,73
Thailand,Mae Sot,18,18,0,16
United States of America,Magalia,53,23,7,53
Myanmar,Magway,23,23,0,18
Iran (Islamic Republic of),Mahdasht,145,145,4,145
Spain,Mahon,57,57,1,22
United States of America,Makakilo City,30,26,0,30
Ukraine,Mala Vyska,44,35,0,44
United States of America,Mamaroneck,72,13,24,72
Bahrain,Manama,188,127,3,188
Bangladesh,Manikchhari,60,39,1,60
France,Manosque,68,37,2,68
Finland,Mantsala,27,27,3,9
Tunisia,Maqrin,62,55,2,62
Russian Federation,Inza,40,32,1,40
,Iona,42,28,4,42
Costa Rica,Ipis,78,4,13,78
Brazil,Itaguai,133,0,16,133
India,Jaipur,191,40,0,191
India,Jalaun,247,53,0,247
India,Jamuria,167,137,2,167
Germany,Immenstadt,85,29,4,85
United States of America,Independence,47,47,6,42
United States of America,Inglewood,123,5,48,123
Australia,Kiama,33,15,12,33
Rwanda,Kibuye,94,21,2,94
United States of America,Kihei,27,27,0,27
India,Kilakarai,57,30,0,57
Hungary,Kiskoros,64,39,1,64
Czechia,Klatovy,57,32,2,57
Russian Federation,Kommunar,70,41,6,70
Poland,Konstancin Jeziorna,55,37,2,55
India,Koratagere,54,22,0,54
Greece,Koropion,39,39,3,32
Serbia,Kosovo Polje,72,43,1,72
Russian Federation,Kovylkino,32,32,0,23
Russian Federation,Krasnoarmeysk,39,39,0,36
Austria,Krems,60,40,1,60
Poland,Krotoszyn,55,25,3,55
Japan,Kusu,47,47,0,37
Chile,La Union,44,14,5,44
United States of America,Laconia,40,20,4,40
United States of America,Lake Forest,64,17,25,64
United States of America,Lake Saint Louis,82,7,21,82
Afghanistan,Lar Gerd,70,34,0,70
Malaysia,Lawan Kuda Baharu,70,36,0,70
Italy,Leno,119,30,7,119
Russian Federation,Levokumskoye,39,39,0,36
Mexico,Libres,151,7,8,151
Romania,Liesti,44,37,1,44
Philippines,Liliw,49,26,1,49
Norway,Lillehammer,28,28,0,11
India,Rampura,257,56,1,257
India,Ranapur,152,35,0,152
Brazil,Rancharia,35,14,1,35
Namibia,Rundu,27,14,0,27
Syrian Arab Republic,Safita,58,47,1,58
Peru,Salaverry,47,16,2,47
Georgia,Samtredia,31,31,0,24
United States of America,San Leandro,73,8,23,73
Italy,San Marco In Lamis,41,41,4,34
Mexico,San Marcos,93,17,7,93
Mexico,San Martin De Las Piramides,255,18,10,255
Brazil,Sao Geraldo Do Araguaia,36,7,0,36
Russian Federation,Saransk,33,30,1,33
Netherlands,Schoonhoven,34,34,2,32
Japan,Shiraoi,34,32,2,34
Congo,Sibiti,94,23,0,94
Italy,Siderno,59,44,3,59
Algeria,Sidi Ali,38,38,3,38
Indonesia,Sinjai,20,20,0,16
India,Siuri,132,109,2,132
Russian Federation,Slavyansk Na Kubani,37,37,0,29
Germany,Ratzeburg,33,33,1,32
United States of America,Revere,30,27,6,30
Indonesia,Selogiri,46,26,0,46
Botswana,Serowe,49,23,0,49
India,Shahpura,169,40,0,169
United States of America,Southaven,63,25,4,63
United States of America,Stony Point,64,16,18,64
Nigeria,Suleja,91,15,2,91
India,Sultanpur,181,136,1,181
Spain,Oliva,29,29,1,20
Italy,Oristano,65,47,0,65
Germany,Glauchau,33,27,2,33
Brazil,Goias,30,7,2,30
Germany,Gottmadingen,44,26,2,44
United States of America,Grayslake,79,6,26,79
Poland,Grodzisk Wielkopolski,37,19,4,37
Cuba,Guantanamo,69,24,3,69
Brazil,Guarulhos,217,0,39,217
France,Gueret,38,27,1,38
India,Gulaothi,500,62,2,500
France,Fourmies,34,24,3,34
Russian Federation,Fryazino,35,30,8,35
France,Gagny,30,28,2,30
Slovakia,Galanta,61,33,2,61
United States of America,Gastonia,74,13,19,74
Ethiopia,Gelemso,106,22,0,106
Italy,Genoa,38,38,2,34
United States of America,Germantown,66,16,16,66
Botswana,Ghanzi,15,15,0,11
Italy,Ghedi,75,34,4,75
Cuba,Gibara,62,31,1,62
India,Gundlupet,57,21,0,57
Germany,Gunzenhausen,41,26,2,41
Hungary,Gyal,64,34,2,64
Hungary,Gyomaendrod,71,25,2,71
Hungary,Gyor,59,31,3,59
Netherlands,Haarlem,35,35,1,27
Bangladesh,Hajiganj,164,37,3,164
India,Halol,159,32,0,159
Belgium,Heist Op Den Berg,37,25,4,37
United States of America,Hermitage,44,38,4,44
United States of America,Hesperia,75,22,16,75
Denmark,Hobro,33,29,1,33
United States of America,Hoover,80,16,11,80
Thailand,Hua Hin,29,18,0,29
China,Huazhou,94,43,4,94
Mexico,Huejutla,110,7,10,110
Brazil,Ibaiti,17,13,0,17
Japan,Ibara,43,43,2,32
Brazil,Ipueiras,22,16,0,22
Brazil,Itapeva,16,16,0,14
Brazil,Jacobina,21,14,0,21
India,Jafarpur,189,85,3,189
Brazil,Jaguaribe,33,18,0,33
Mexico,Jalpa,31,14,2,31
India,Jamui,186,93,1,186
Brazil,Jardim De Piranhas,35,18,0,35
India,Jarwal,301,153,2,301
India,Jewar,500,40,2,500
France,Jouy Le Moutier,33,27,2,33
Mexico,Juchitepec,163,8,14,163
Peru,Junin,10,6,1,10
India,Kagal,89,23,0,89
Nigeria,Kagoro,91,14,2,91
Nepal,Dhangadhi,150,144,0,150
India,Dhemaji,30,19,1,30
Russian Federation,Digora,50,37,1,50
Canada,Dolbeau,52,23,0,52
Mozambique,Dondo,45,18,0,45
China,Dongling,142,91,5,142
Norway,Drammen,30,30,1,28
United States of America,Dunn,56,19,11,56
Chile,El Monte,198,0,24,198
Brazil,Exu,24,15,0,24
India,Faridabad,500,45,2,500
United Kingdom of Great Britain and Northern Ireland,Felling,39,18,9,39
United Kingdom of Great Britain and Northern Ireland,Fleetwood,30,30,1,20
Colombia,Floridablanca,50,10,4,50
United States of America,Forest Acres,64,9,14,64
Indonesia,Kediri,51,30,0,51
United States of America,Kent,58,25,11,58
India,Khailar,170,38,0,170
India,Khamaria,155,32,0,155
Japan,Enzan,44,39,1,44
Germany,Eppelheim,71,37,2,71
Italy,Erba,65,35,3,65
Iran (Islamic Republic of),Eslamshahr,235,235,8,169
United States of America,Farmers Branch,57,29,6,57
China,Feicheng,167,167,3,161
Italy,Finale Ligure,45,30,3,45
Colombia,Flandes,70,7,5,70
,Florianopolis,33,18,2,33
Italy,Floridia,69,42,1,69
France,Fontaine,28,7,18,28
United States of America,Keller,54,28,5,54
Brazil,Inhapim,45,7,3,45
,Isabela,23,14,0,23
Germany,Isny,50,35,3,50
Indonesia,Jambi,81,41,0,81
India,Jamshedpur,155,83,1,155
Indonesia,Jatibarang,91,83,1,91
Peru,Jauja,29,5,3,29
United States of America,Jericho,76,13,26,76
Saudi Arabia,Jiddah,90,72,0,90
Ethiopia,Jimma,61,17,0,61
Indonesia,Juwana,90,73,1,90
Israel,Kafar Manda,116,41,13,116
Israel,Kafar Qasem,127,37,13,127
Canada,Kamloops,58,40,1,58
Israel,Qiryat Yam,89,39,9,89
China,Qitaihe,49,39,0,49
Mauritius,Quatre Bornes,39,30,0,39
India,Raiganj,61,43,1,61
,Rameswaram,61,31,0,61
Myanmar,Rangoon,38,24,0,38
Romania,Rasnov,40,40,0,40
Argentina,Rawson,22,22,0,11
Brazil,Redencao,39,11,2,39
India,Rehti,160,42,0,160
United States of America,Republic,38,36,3,38
Argentina,Resistencia,37,3,5,37
France,Riorges,51,30,1,51
France,Ris Orangis,70,27,7,70
Spain,Roquetas De Mar,39,20,7,39
United States of America,Ruston,75,9,14,75
Azerbaijan,Sabirabad,64,42,0,64
Japan,Saiki,34,34,1,34
Guatemala,Salama,59,7,4,59
Iran (Islamic Republic of),Damghan,91,62,0,91
United States of America,De Pere,43,33,5,43
Pakistan,Dera Din Panah,176,113,0,176
Germany,Dillingen,52,29,3,52
Germany,Dinklage,36,34,1,36
United States of America,Edgewater,59,27,7,59
Netherlands,Eersel,38,30,2,38
Germany,Eislingen,63,30,2,63
United States of America,Maryland Heights,88,20,16,88
United States of America,Massapequa,59,25,14,59
,Matinhos,46,6,3,46
United States of America,Maywood,82,18,30,82
United States of America,Meadville,38,38,2,37
Spain,Miajadas,26,16,3,26
Nigeria,Minna,76,18,1,76
France,Mions,36,26,2,36
Italy,Molfetta,48,48,1,43
Italy,Monterotondo,50,41,4,50
United States of America,Montgomery Village,54,31,5,54
Myanmar,Monywa,26,26,0,21
Russian Federation,Morshansk,47,32,1,47
Tajikistan,Moskovskiy,87,45,0,87
Ukraine,Mukacheve,59,37,1,59
Pakistan,Murree,124,124,0,75
India,Nagireddipalle,85,26,0,85
Guatemala,Nahuala,89,7,11,89
United States of America,Sunland Park,113,20,9,113
Turkey,Susurluk,37,37,0,25
Brazil,Suzano,247,0,46,247
Poland,Swidwin,30,29,1,30
Poland,Swiebodzice,47,22,3,47
Myanmar,Syriam,62,23,0,62
Russian Federation,Sysert,36,36,0,26
Mexico,Tacambaro,28,7,1,28
China,Taihe,171,171,3,135
India,Talaja,143,31,0,143
Japan,Tanabe,55,55,0,15
India,Tanuku,131,33,1,131
Thailand,Tha Maka,33,22,0,33
Senegal,Thies,181,22,6,181
Switzerland,Thun,46,26,1,46
India,Narayangarh,190,190,2,162
Germany,Naumburg,32,29,2,32
Japan,Niitsu,41,41,0,30
Uganda,Njeru,152,14,4,152
France,Noeux Les Mines,31,29,1,31
France,Noisy Le Grand,30,28,2,30
United States of America,North Ridgeville,43,39,3,43
Brazil,Nova Serrana,63,3,5,63
Italy,Novi Di Modena,63,26,8,63
Russian Federation,Novyy Oskol,51,33,1,51
Mexico,Nuevo San Juan Parangaricutiro,29,8,2,29
Mexico,Ocosingo,31,13,1,31
Iran (Islamic Republic of),Khash,151,43,0,151
Iran (Islamic Republic of),Khorramabad,93,44,0,93
Kenya,Kiambu,175,11,4,175
Germany,Kirchhain,31,29,1,31
Burkina Faso,Kokologo,50,10,1,50
Germany,Korschenbroich,34,23,3,34
India,Kot Kapura,348,79,7,341
Pakistan,Kotri,184,46,0,184
Latvia,Kraslava,33,31,0,33
Ukraine,Krasnyy Luch,42,35,3,42
Indonesia,Kuningan,56,31,0,56
Russian Federation,Kurchatov,54,35,0,54
Belgium,Leuven,35,26,3,35
Thailand,Long,26,20,0,26
Uganda,Lukaya,39,14,0,39
Ukraine,Lyubotyn,58,32,2,58
United Republic of Tanzania,Mahanje,26,12,0,26
India,Mahmudabad,394,132,3,350
India,Mairang,36,32,1,36
India,Mandya,55,21,1,55
India,Mangaluru,79,22,1,79
France,Mantes La Jolie,30,28,1,30
Peru,Marcavelica,46,22,0,46
Brazil,Marechal Candido Rondon,19,19,0,12
Spain,Langreo,38,30,3,38
Brazil,Lapa,18,8,1,18
Mexico,Las Guacamayas,17,17,0,9
United States of America,Ledyard,41,37,2,41
United Republic of Tanzania,Lembeni,63,10,1,63
Georgia,Lentekhi,39,34,0,39
China,Liaozhong,154,92,4,154
Brazil,Oriximina,28,4,0,28
Czechia,Ostrava,81,33,6,81
Japan,Oyama,46,46,0,23
Iran (Islamic Republic of),Pakdasht,134,114,5,134
Brazil,Parobe,75,9,7,75
Cuba,Pedro Betancourt,54,20,2,54
United States of America,Peekskill,63,16,18,63
China,Peikang,201,201,4,130
India,Pennadam,61,31,1,61
Malaysia,Petaling Jaya,97,48,1,97
Thailand,Phichit,26,23,0,26
Thailand,Phrae,62,24,0,62
India,Pipar,218,33,0,218
Serbia,Pirot,59,36,0,59
Poland,Pisz,34,34,0,33
Germany,Plattling,42,35,2,42
,Porto San Giorgio,51,34,8,51
Belgium,Profondeville,51,22,5,51
Colombia,Puerto Tejada,65,4,5,65
India,Punalur,77,24,1,77
Ukraine,Pyryatyn,51,34,1,51
China,Qianan,96,82,0,96
Australia,Queanbeyan,18,18,1,17
Brazil,Queimadas,24,11,1,24
Pakistan,Quetta,125,42,0,125
India,Rabupura,214,155,2,214
Bulgaria,Rakovski,41,41,0,18
Mexico,Villahermosa,173,7,10,173
India,Virbhadra,141,141,0,113
Greece,Viron,40,40,3,34
Russian Federation,Volgograd,38,38,0,31
Russian Federation,Volkhov,65,39,1,65
United States of America,Warren,50,31,8,50
United States of America,Wasco,54,6,17,54
United States of America,Wayne,51,30,9,51
China,Weinan,196,196,3,108
Germany,Welzheim,59,28,3,59
India,Wer,252,45,0,252
United States of America,West Paterson,73,14,21,73
Belgium,Westerlo,41,28,3,41
Belgium,Wevelgem,38,33,2,38
New Zealand,Whakatane,28,23,0,28
United States of America,Wheaton,59,28,13,59
China,Wuwei,101,64,0,101
Côte d'Ivoire,Yamoussoukro,56,17,0,56
China,Yashan,68,25,3,68
Russian Federation,Yelan,38,38,0,30
United Kingdom of Great Britain and Northern Ireland,York,32,32,3,21
United States of America,Yuma,54,28,5,54
Mexico,Zapotiltic,35,5,4,35
Azerbaijan,Zaqatala,35,35,0,30
Netherlands,Zeewolde,36,34,1,36
Switzerland,Zurich,109,28,2,109
,Acapulco,38,17,2,38
Australia,Mackay,29,29,0,15
Mexico,Acuna,62,32,1,62
India,Madras,120,35,6,120
Spain,Adra,28,19,4,28
Nigeria,Agulu,152,16,7,152
Japan,Akashi,40,40,2,29
France,Mahina,25,25,0,14
India,Maholi,159,23,15,159
South Africa,Malmesbury,139,22,8,139
Côte d'Ivoire,Man,24,18,0,24
Spain,Manacor,46,46,0,33
Italy,Maniago,76,47,0,76
Brazil,Altonia,19,13,0,19
Brazil,Alvares Machado,45,15,1,45
Philippines,Manila,131,25,7,131
Tunisia,Manubah,95,95,1,40
Madagascar,Andilamena,22,22,0,12
Austria,Marchtrenk,75,54,0,75
Germany,Cloppenburg,40,40,0,29
India,Angamali,71,23,0,71
United States of America,Clovis,53,32,0,53
United Kingdom of Great Britain and Northern Ireland,Antrim,30,30,1,22
,Conakry,33,25,0,33
Italy,Copertino,73,73,0,72
Serbia,Arandelovac,68,40,1,68
Iran (Islamic Republic of),Ardakan,161,47,0,161
Brazil,Cordeiropolis,85,19,2,85
France,Crepy En Valois,62,48,0,62
Mexico,Cueramaro,50,33,0,50
Netherlands,Arnhem,37,33,1,37
China,Yima,171,9,25,171
Japan,Yokaichi,108,13,17,108
Turkey,Artvin,35,35,0,23
Brazil,Assai,39,12,1,39
Belarus,Zabinka,38,38,0,18
Mexico,Zapopan,52,30,0,52
United States of America,Avenal,39,21,7,39
Israel,Azur,75,48,4,75
Romania,Babadag,41,41,0,30
Ecuador,Babahoyo,62,11,6,62
Russian Federation,Zimovniki,45,45,0,23
Mexico,Bacalar,53,25,0,53
Germany,Bad Iburg,37,34,1,37
Netherlands,Zwijndrecht,39,39,1,33
Germany,Bad Kissingen,48,31,2,48
Germany,Bad Nenndorf,37,33,1,37
Germany,Bad Soden,52,27,3,52
Germany,Baesweiler,43,24,4,43
Russian Federation,Yasnyy,114,33,0,114
Peru,Bagua Grande,26,3,1,26
Lebanon,Beirut,64,49,2,64
Brazil,Belem,60,13,1,60
Peru,Bellavista,56,1,0,56
Pakistan,Bhawana,178,127,1,178
Germany,Birkenau,58,36,3,58
Russian Federation,Baley,32,32,0,18
India,Bishna,140,127,0,140
Indonesia,Bangil,155,96,2,155
Netherlands,Bladel,31,30,3,31
Netherlands,Bleiswijk,33,33,2,18
Australia,Bongaree,32,24,7,32
Sweden,Boo,68,42,1,68
Netherlands,Breda,32,32,2,25
India,Chirgaon,217,46,0,217
India,Ballarpur,159,27,3,159
Indonesia,Ciputat,202,202,3,168
Italy,Cittadella,99,31,5,99
India,Bandipur,102,48,0,102
Germany,Clausthal Zellerfeld,45,31,1,45
Democratic Republic of the Congo,Bangui,58,11,0,58
India,Barjora,138,135,2,138
Netherlands,Barneveld,30,30,2,17
Brazil,Barra Da Estiva,18,7,1,18
Ukraine,Baryshivka,38,38,0,13
Germany,Coesfeld,38,33,2,38
Russian Federation,Arsenyev,38,26,0,38
Ethiopia,Asbe Teferi,65,19,0,65
Brazil,Coromandel,32,10,2,32
Russian Federation,Asha,32,31,0,32
Portugal,Corroios,33,32,3,33
Benin,Cove,94,18,2,94
France,Aubergenville,64,25,4,64
Nigeria,Auchi,102,22,2,102
Cuba,Cruces,65,17,6,65
India,Avanigadda,85,29,1,85
United States of America,Cumberland,33,25,7,33
Chile,Curanilahue,66,8,8,66
Serbia,Backa Topola,111,38,1,111
Italy,Cusano Milanino,104,34,5,104
India,Badami,58,23,0,58
Iraq,Dahuk,129,47,1,129
Brazil,Belford Roxo,154,1,20,154
United States of America,Bennington,35,28,4,35
United States of America,Brooklyn,35,34,5,35
Netherlands,Bergeijk,38,30,2,38
Malaysia,Bukit Bakri,77,32,0,77
United States of America,Burleson,130,23,2,130
United States of America,Burnsville,53,43,2,53
United States of America,Burton,34,28,4,34
Rwanda,Butare,87,16,3,87
Brazil,Cacapava Do Sul,21,17,0,21
United States of America,Cahokia,54,40,5,54
Brazil,Cameta,47,8,0,47
Romania,Blaj,63,37,1,63
Italy,Borgo San Lorenzo,36,36,2,15
Indonesia,Ambulu,54,33,0,54
Russian Federation,Borisoglebsk,37,37,0,22
France,Bourg En Bresse,30,30,1,18
Belgium,Brasschaat,38,30,3,38
France,Brive La Gaillarde,37,37,1,30
France,Annecy,110,16,5,110
France,Annoeullin,46,25,5,46
Republic of North Macedonia,Aracinovo,57,37,1,57
Switzerland,Arbon,45,26,6,45
France,Argentan,53,29,2,53
Uganda,Bweyogerere,130,19,2,130
Angola,Camabatela,198,29,8,198
Nicaragua,Camoapa,19,15,1,19
Brazil,Camocim,33,18,0,33
Uruguay,Carmelo,46,9,6,46
Brazil,Casa Branca,57,9,3,57
Italy,Casamassima,45,45,2,29
Italy,Castelfranco Emilia,79,29,7,79
Republic of North Macedonia,Brvenica,83,45,0,83
India,Champa,181,79,1,181
Colombia,Bucaramanga,43,9,4,43
Indonesia,Buduran,158,133,1,158
Russian Federation,Tavda,56,33,0,56
Belgium,Ternat,44,27,4,44
Netherlands,The Hague,35,35,1,32
India,Tigri,174,174,2,158
Philippines,Cagayan De Oro,39,20,0,39
United States of America,Caguas,58,23,0,58
Portugal,Calendario,27,27,3,20
Brazil,Camanducaia,42,7,3,42
United States of America,Topsham,46,21,6,46
Costa Rica,Tres Rios,76,5,13,76
Brazil,Triunfo,47,10,3,47
Brazil,Canavieiras,16,16,0,14
Tajikistan,Tugalan,75,46,0,75
Italy,Canegrate,68,37,3,68
United States of America,Tukwila,54,20,14,54
Azerbaijan,Ucar,49,31,0,49
Brazil,Carinhanha,32,4,2,32
Italy,Cavallino,46,46,0,44
El Salvador,Chalatenango,107,0,11,107
France,Chalette Sur Loing,59,21,5,59
Turkey,Urla,43,43,1,31
Hungary,Bekes,54,42,1,54
Russian Federation,Urus Martan,39,34,1,39
India,Vaghodia,151,32,0,151
Madagascar,Betafo,25,25,0,20
Philippines,Biao,35,16,0,35
United States of America,Valley Stream,62,19,18,62
United States of America,Van Buren,79,25,3,79
India,Vasudevanallur,60,23,0,60
Argentina,Veinticinco De Mayo,20,17,1,20
India,Vemalwada,143,30,1,143
India,Birur,21,21,0,18
India,Bisauli,155,99,1,155
France,Blanquefort,35,26,3,35
Brazil,Bodoco,17,14,0,17
United States of America,Bostonia,104,8,22,104
China,Botou,120,114,3,120
United States of America,Sunset,107,8,17,107
France,Boulogne Billancourt,84,16,9,84
China,Suzhou,141,141,2,78
Germany,Brakel,62,40,4,62
United States of America,Brea,129,4,31,129
Denmark,Taastrup,36,36,0,26
United States of America,Tacoma,53,22,13,53
United States of America,Takoma Park,47,27,11,47
Russian Federation,Talitsa,65,35,0,65
Russian Federation,Cheboksary,60,33,0,60
,Chioggia,69,44,1,69
Peru,Chota,25,7,0,25
United States of America,West Columbia,59,10,14,59
Italy,Ciampino,81,46,2,81
Indonesia,Cibeureum,63,40,0,63
Germany,Wiesloch,27,27,2,27
Brazil,Cicero Dantas,16,12,0,16
United States of America,Windsor,99,20,19,99
Japan,Yamoto,44,44,0,25
Russian Federation,Yershov,39,33,0,39
China,Yian,53,48,0,53
China,Zaoyang,113,113,1,67
Bosnia and Herzegovina,Zavidovici,59,31,0,59
Ukraine,Zhytomyr,73,30,1,73
Belgium,Zonhoven,37,22,4,37
France,Conflans Sainte Honorine,69,29,4,69
Mexico,Zumpango,175,12,13,175
Germany,Zwickau,32,28,1,32
United States of America,Cookeville,66,14,12,66
United States of America,Coppell,56,29,5,56
France,Corbeil Essonnes,69,28,6,69
France,Trelaze,29,28,1,29
Germany,Tubingen,36,26,2,36
Saudi Arabia,Turayf,85,47,0,85
Colombia,Turbana,101,18,2,101
Japan,Ube,45,45,0,32
Germany,Ubstadt Weiher,32,26,2,32
Peru,Uchiza,37,1,0,37
Japan,Ueda,45,45,0,16
Brazil,Corumba,12,8,0,12
Netherlands,Cuijk,43,22,7,43
United States of America,Cupertino,51,27,10,51
Sudan,Umm Durman,112,26,0,112
Nigeria,Umuahia,165,19,7,165
Viet Nam,Uong Bi,152,43,3,152
United Republic of Tanzania,Urambo,23,10,0,23
Turkey,Urfa,73,42,0,73
Switzerland,Uzwil,43,24,2,43
India,Vadodara,155,28,0,155
Venezuela (Bolivarian Republic of),Valencia,115,7,14,115
Armenia,Vardenis,30,30,0,24
Romania,Piatra Neamt,40,40,0,20
Argentina,Venado Tuerto,19,19,0,15
Brazil,Venancio Aires,21,21,0,12
Seychelles,Victoria,26,25,0,26
India,Vidisha,153,37,0,153
Colombia,Villa Del Rosario,56,9,4,56
Italy,Piove Di Sacco,58,28,8,58
Romania,Pitesti,39,39,0,17
Ecuador,Playas,23,21,0,23
United States of America,Washougal,47,29,6,47
United States of America,Waukegan,93,3,30,93
Germany,Weiden,43,25,3,43
,Portoferraio,50,45,0,50
Paraguay,Presidente Franco,27,12,0,27
Trinidad and Tobago,Princes Town,88,21,3,88
Cameroon,Maroua,65,17,0,65
India,Rajura,158,27,3,158
United States of America,Raleigh,54,34,6,54
